iter	Logloss
255	0.3605360236
256	0.3604707596
257	0.3601944333
258	0.359904716
259	0.3596147199
260	0.3594460751
261	0.3592929387
262	0.3591373523
263	0.3587899752
264	0.3585584851
265	0.3583724769
266	0.3581927636
267	0.3580184779
268	0.3579198727
269	0.3575600991
270	0.3572955488
271	0.3569680315
272	0.3568151223
273	0.3566746228
274	0.3563652853
275	0.3561025023
276	0.3560226466
277	0.3557812178
278	0.3556617124
279	0.3553874845
280	0.3552681311
281	0.355018071
282	0.354672574
283	0.3545106935
284	0.3543190526
285	0.3540867255
286	0.3538664124
287	0.3537054047
288	0.3535375003
289	0.3535106204
290	0.3534898584
291	0.3532728434
292	0.3531372968
293	0.3529435315
294	0.3527210884
295	0.3525708144
296	0.3523110589
297	0.3521160679
298	0.3518934592
299	0.351644937
300	0.3513949279
301	0.3513269745
302	0.3511292368
303	0.3509452359
304	0.3508726027
305	0.350596949
306	0.3504154762
307	0.3502669155
308	0.3500850928
309	0.3498256165
310	0.3496504682
311	0.3494319467
312	0.349224284
313	0.3490444496
314	0.3488933575
315	0.3486034673
316	0.3484389705
317	0.3481993717
318	0.3480427593
319	0.3479732704
320	0.3478810791
321	0.3476360977
322	0.3474840747
323	0.3473597439
324	0.3472394007
325	0.3470361418
326	0.3467977149
327	0.3465393471
328	0.3464614538
329	0.3463300921
330	0.3461799465
331	0.3459523639
332	0.3457986272
333	0.3456100607
334	0.3454665891
335	0.34523167
336	0.3450526611
337	0.3448725964
338	0.3445182796
339	0.3444301501
340	0.3442734971
341	0.3440444707
342	0.3439030819
343	0.3437674818
344	0.3435891786
345	0.3435324111
346	0.3434416187
347	0.3432847667
348	0.3430254749
349	0.3428797228
350	0.3428759836
351	0.3427964561
352	0.3427117491
353	0.3426436641
354	0.3423980176
355	0.3421316444
356	0.3420518783
357	0.3418751258
358	0.3417807815
359	0.3415973826
360	0.3414821735
361	0.3411008651
362	0.3409668247
363	0.340800855
364	0.3406897996
365	0.340600708
366	0.340474098
367	0.3402647421
368	0.3400650121
369	0.3398764384
370	0.3397372321
371	0.3396123211
372	0.3394432224
373	0.3394166538
374	0.3392232843
375	0.3390837058
376	0.338972701
377	0.3388194413
378	0.3387666886
379	0.3385052402
380	0.3382689079
381	0.3382479102
382	0.3381022716
383	0.3379696643
384	0.3378092099
385	0.3376326275
386	0.3374505886
387	0.3373458914
388	0.3372764124
389	0.3371704316
390	0.3370562887
391	0.3368869515
392	0.3368102737
393	0.336652179
394	0.3365644787
395	0.3365250324
396	0.3364204188
397	0.3362410895
398	0.3360093536
399	0.3358277907
400	0.3357960749
401	0.3356533735
402	0.3355482188
403	0.3354849396
404	0.3353094735
405	0.3351775895
406	0.3350806855
407	0.3349615095
408	0.3347675539
409	0.334682738
410	0.3346019851
411	0.3345490653
412	0.3344335628
413	0.3342497261
414	0.334144429
415	0.334044886
416	0.33396024
417	0.333742829
418	0.3336889257
419	0.3335980821
420	0.3334744675
421	0.3332045172
422	0.3330171177
423	0.3328648949
424	0.3328614486
425	0.3327347811
426	0.3325528259
427	0.3324686361
428	0.3323032275
429	0.3321585258
430	0.3320944968
431	0.3319868706
432	0.331844849
433	0.3316984344
434	0.3314853771
435	0.3312946074
436	0.3310714005
437	0.3309260841
438	0.3308111692
439	0.3306707796
440	0.3305440288
441	0.3304320907
442	0.3302982188
443	0.3301028752
444	0.3299946794
445	0.3299014059
446	0.3297988501
447	0.3296200611
448	0.32955716
449	0.3293182818
450	0.3292141083
451	0.3290747951
452	0.3289100043
453	0.3287409444
454	0.32863227
455	0.3284198593
456	0.3281856505
457	0.3281280971
458	0.3279471777
459	0.3278330654
460	0.3276851052
461	0.3276280033
462	0.3275231473
463	0.3274143992
464	0.3273066116
465	0.3272472015
466	0.3270454886
467	0.326981885
468	0.3269103218
469	0.326859973
470	0.3267214948
471	0.3266570577
472	0.3265203907
473	0.3263840928
474	0.3263149581
475	0.3261101221
476	0.3260345659
477	0.3259690338
478	0.3259119709
479	0.3258409965
480	0.3256599968
481	0.3254702448
482	0.3253981811
483	0.3253218229
484	0.3253153276
485	0.3252680273
486	0.3251199718
487	0.3249736028
488	0.3248818205
489	0.3246989571
490	0.3245467207
491	0.3243554854
492	0.3241497977
493	0.3241049411
494	0.3240913703
495	0.3239383769
496	0.3238723874
497	0.3237841519
498	0.3237581575
499	0.3236087662
500	0.323527275
501	0.3234455469
502	0.3233540375
503	0.3232878663
504	0.3232617163
505	0.3231274371
506	0.32305962
507	0.3228414059
508	0.3227134274
509	0.3227077428
510	0.3225843987
511	0.3224526865
512	0.3224435943
513	0.3223287302
514	0.3221893375
515	0.3220843779
516	0.3220392145
517	0.3219094651
518	0.3218070963
519	0.3217849087
520	0.3216955842
521	0.3215714677
522	0.3215442734
523	0.3214621865
524	0.3212630168
525	0.3211932988
526	0.3210715503
527	0.3209922676
528	0.3208985206
529	0.320780864
530	0.32062806
531	0.3205177104
532	0.3204247021
533	0.3202948494
534	0.3202100764
535	0.3200590531
536	0.3198805274
537	0.3198096056
538	0.3196855868
539	0.3195403858
540	0.3195017738
541	0.3194539198
542	0.319378157
543	0.3191346758
544	0.3190036441
545	0.3188836746
546	0.3188509045
547	0.3187326235
548	0.3186413814
549	0.3185195654
550	0.3184201575
551	0.3182773374
552	0.318225581
553	0.3181179733
554	0.3181127981
555	0.3179825701
556	0.3178506053
557	0.3177108375
558	0.3175689303
559	0.3174983684
560	0.3174558917
561	0.3172855558
562	0.317063226
563	0.3169626794
564	0.3168679278
565	0.3168564483
566	0.3167661943
567	0.3167643965
568	0.3165734959
569	0.3165335102
570	0.3163333785
571	0.3162520847
572	0.3162190304
573	0.3160299845
574	0.3159826834
575	0.3158514508
576	0.3157772325
577	0.3157286201
578	0.3156068717
579	0.3155315046
580	0.3154636811
581	0.3153335647
582	0.3152486514
583	0.3151565773
584	0.315062562
585	0.3149411354
586	0.3148524107
587	0.3147388773
588	0.3146592623
589	0.3145892054
590	0.3144935676
591	0.3143207416
592	0.3142030542
593	0.3140340383
594	0.313969637
595	0.3138568866
596	0.3136867177
597	0.3135787704
598	0.3134611447
599	0.3133866442
600	0.3133050006
601	0.3132574675
602	0.3131611691
603	0.3130248755
604	0.3129322647
605	0.3129006924
606	0.3128262238
607	0.3127385148
608	0.3126963505
609	0.3125800138
610	0.3124939287
611	0.3123567031
612	0.3122925884
613	0.3122855543
614	0.3122245615
615	0.3121314026
616	0.3120245678
617	0.3119549526
618	0.3119046652
619	0.3117456805
620	0.311634304
621	0.3115674234
622	0.3115485545
623	0.3113755804
624	0.3112892618
625	0.311229895
626	0.3110755191
627	0.3109351347
628	0.3107227721
629	0.3106597727
630	0.3105563778
631	0.3104897051
632	0.3104182353
633	0.3103400638
634	0.3102384222
635	0.3100455632
636	0.3097385312
637	0.3095933161
638	0.3094586119
639	0.3093423599
640	0.3092175076
641	0.3090806053
642	0.3090022626
643	0.3089442317
644	0.308823081
645	0.3086707746
646	0.3086396127
647	0.3085611412
648	0.3083898434
649	0.3083776653
650	0.3083559279
651	0.3081938768
652	0.3081328362
653	0.3080090743
654	0.3077509817
655	0.3077048289
656	0.3076028661
657	0.3074334218
658	0.3072649951
659	0.3071193472
660	0.3069943828
661	0.3069336995
662	0.306846403
663	0.3067669111
664	0.3067629034
665	0.3067086727
666	0.3067012037
667	0.3066234849
668	0.3065676385
669	0.3065226694
670	0.3064710027
671	0.3063633424
672	0.3062386944
673	0.3060908886
674	0.3059716545
675	0.30593833
676	0.3058955622
677	0.3058049668
678	0.3057226134
679	0.3056424361
680	0.3054818419
681	0.3052605484
682	0.3051710709
683	0.3050565517
684	0.3049011284
685	0.3048123927
686	0.3047128863
687	0.3045778691
688	0.3043610126
689	0.3042431563
690	0.3041867783
691	0.3041067565
692	0.3038126479
693	0.3037265714
694	0.3037109154
695	0.3036737672
696	0.3036441913
697	0.3035165055
698	0.3034815872
699	0.3033808295
700	0.3032817311
701	0.3032571379
702	0.3030277918
703	0.3029176747
704	0.302906513
705	0.3028063875
706	0.3027752222
707	0.302617548
708	0.3024710232
709	0.3024529236
710	0.3023973402
711	0.3022357378
712	0.3020886053
713	0.301906323
714	0.3018348474
715	0.3017371671
716	0.3016621376
717	0.3016213283
718	0.3015903913
719	0.3015207763
720	0.3014599027
721	0.3012995583
722	0.3011837077
723	0.3010462115
724	0.3008863746
725	0.3008046271
726	0.3007512107
727	0.3007026341
728	0.300628415
729	0.3005042418
730	0.3004459643
731	0.3003805228
732	0.3002875875
733	0.3001905942
734	0.3000352138
735	0.2998850171
736	0.2997874227
737	0.2996966966
738	0.2995999869
739	0.299529039
740	0.2994960759
741	0.2994423151
742	0.299168084
743	0.2990981752
744	0.2990029658
745	0.2989719533
746	0.2988301862
747	0.2987089886
748	0.2986009875
749	0.2985515195
750	0.2981243431
751	0.2980972731
752	0.2979579252
753	0.2978492542
754	0.297769105
755	0.2977094694
756	0.2976113496
757	0.2975015397
758	0.2973439177
759	0.2971854012
760	0.2970705171
761	0.2969425554
762	0.296891676
763	0.296765171
764	0.2966728074
765	0.2963643053
766	0.2962294976
767	0.2960895856
768	0.2960534872
769	0.295857122
770	0.2957800485
771	0.295701718
772	0.2956039586
773	0.2954935401
774	0.2953714898
775	0.2952883784
776	0.2952461748
777	0.2951836604
778	0.2951061617
779	0.29498921
780	0.2949397948
781	0.2948516472
782	0.2947689964
783	0.2946945827
784	0.294495213
785	0.2944172433
786	0.2942985081
787	0.2942540214
788	0.2941969802
789	0.2941293979
790	0.2940034507
791	0.2939533799
792	0.2939099142
793	0.2937521964
794	0.293710946
795	0.2935888015
796	0.293529884
797	0.2934470928
798	0.2934073628
799	0.2931923417
800	0.293075333
801	0.29293508
802	0.292856777
803	0.2927463219
804	0.292650124
805	0.2924930716
806	0.2924286375
807	0.2922453634
808	0.2922214408
809	0.2920536973
810	0.2919002164
811	0.2918608476
812	0.2918046207
813	0.2917212861
814	0.2916087542
815	0.2915288591
816	0.2914586976
817	0.2913245156
818	0.2911635133
819	0.2910829154
820	0.291019637
821	0.2909671013
822	0.2908799104
823	0.290713249
824	0.2907051616
825	0.290418677
826	0.2903462431
827	0.2902605846
828	0.2901510975
829	0.2900567982
830	0.2899741025
831	0.2899268485
832	0.2898933345
833	0.2898138498
834	0.2897308301
835	0.2896168323
836	0.2895090752
837	0.2894806553
838	0.289379229
839	0.2892420767
840	0.2891405554
841	0.2890961519
842	0.2890314275
843	0.2889959833
844	0.2889089881
845	0.2887306495
846	0.2886723789
847	0.2885973096
848	0.2885390956
849	0.2884194149
850	0.2883837461
851	0.2882753066
852	0.2882109205
853	0.2881615209
854	0.2880855267
855	0.2879081116
856	0.2878502934
857	0.2877675347
858	0.2877149154
859	0.2875467785
860	0.2874006207
861	0.2873092896
862	0.287272628
863	0.287250582
864	0.2870861112
865	0.2869898654
866	0.2867947375
867	0.2867164914
868	0.2866350473
869	0.2865020332
870	0.2864255992
871	0.2863831805
872	0.2861936326
873	0.2861549942
874	0.2861025637
875	0.2860516966
876	0.2859558691
877	0.2858580739
878	0.2857451022
879	0.2856560062
880	0.2855913469
881	0.2854923104
882	0.2853696522
883	0.2853452386
884	0.285281015
885	0.2851693877
886	0.2851250363
887	0.2850097383
888	0.2847178208
889	0.2846810022
890	0.2846345049
891	0.2845913508
892	0.2845185524
893	0.2844062245
894	0.2843534559
895	0.2842480112
896	0.2842060952
897	0.2839629387
898	0.2838863477
899	0.2837826318
900	0.2836826275
901	0.2836003808
902	0.2835750039
903	0.2833532211
904	0.2833094141
905	0.2831243258
906	0.2830913917
907	0.2828786448
908	0.2828163599
909	0.2827965738
910	0.2827555552
911	0.2826947848
912	0.2826598634
913	0.2825980567
914	0.2825097293
915	0.282428878
916	0.2823432303
917	0.2822756619
918	0.282075812
919	0.282020866
920	0.2819027608
921	0.2818255397
922	0.2817270775
923	0.2816238579
924	0.2814152978
925	0.2813816097
926	0.2813045172
927	0.2812172925
928	0.2811876883
929	0.2809110845
930	0.2808400209
931	0.2807836535
932	0.2807330612
933	0.2804550444
934	0.2804168267
935	0.2803460595
936	0.2802934283
937	0.2801280074
938	0.2799952137
939	0.2798795567
940	0.2797537952
941	0.2797219543
942	0.2796620339
943	0.2796507003
944	0.2795010308
945	0.2794077822
946	0.2793724838
947	0.2793309903
948	0.27925438
949	0.2791684627
950	0.2790968638
951	0.2790088012
952	0.2787743047
953	0.2786971848
954	0.2786036092
955	0.2785601569
956	0.2784042218
957	0.2783503204
958	0.2782399943
959	0.2782072003
960	0.2781072134
961	0.2778774083
962	0.2778409431
963	0.2776726549
964	0.2776129291
965	0.2775628396
966	0.277537455
967	0.2774784385
968	0.27742827
969	0.2771766896
970	0.2771392879
971	0.2770401372
972	0.276768474
973	0.2766197926
974	0.2764246182
975	0.2762910194
976	0.2761410874
977	0.2761222983
978	0.2760477262
979	0.2760157705
980	0.2759373421
981	0.2758027029
982	0.2757601713
983	0.2755682711
984	0.2755275977
985	0.2752664074
986	0.2751527183
987	0.2750818706
988	0.2749200524
989	0.2748382055
990	0.2747379478
991	0.2746742291
992	0.2745300815
993	0.2744705439
994	0.2742757414
995	0.2742214565
996	0.2741781602
997	0.2741410212
998	0.2740958966
999	0.2740290631
